date,identifier,title,channel,hits,words,density_per_1000
2024-10-02,FOXNEWSW_20241002_002000_Fox_News_Democracy_2024,"Fox News Democracy 2024 : FOXNEWSW : October 1, 2024 5:20pm-6:00pm PDT",FOXNEWSW,0,824,0.0
2024-10-02,FOXNEWSW_20241002_220000_Special_Report_With_Bret_Baier,"Special Report With Bret Baier : FOXNEWSW : October 2, 2024 3:00pm-4:00pm PDT",FOXNEWSW,0,4148,0.0
2024-10-02,FOXNEWSW_20241002_100000_FOX_and_Friends,"FOX and Friends : FOXNEWSW : October 2, 2024 3:00am-4:01am PDT",FOXNEWSW,0,3484,0.0
2024-10-02,FOXNEWSW_20241002_130000_Americas_Newsroom,"America's Newsroom : FOXNEWSW : October 2, 2024 6:00am-7:00am PDT",FOXNEWSW,0,3077,0.0
2024-10-02,FOXNEWSW_20241002_080000_FOX__Friends_First,"FOX & Friends First : FOXNEWSW : October 2, 2024 1:00am-2:00am PDT",FOXNEWSW,0,3202,0.0
2024-10-02,FOXNEWSW_20241002_110000_FOX_and_Friends,"FOX and Friends : FOXNEWSW : October 2, 2024 4:00am-5:00am PDT",FOXNEWSW,0,3617,0.0
2024-10-02,FOXNEWSW_20241002_060000_Fox_News_Live,"Fox News Live : FOXNEWSW : October 1, 2024 11:00pm-12:01am PDT",FOXNEWSW,0,5110,0.0
2024-10-02,FOXNEWSW_20241002_040000_Fox_News_at_Night,"Fox News at Night : FOXNEWSW : October 1, 2024 9:00pm-10:00pm PDT",FOXNEWSW,0,2525,0.0
2024-10-02,FOXNEWSW_20241002_070000_Fox_News_Live,"Fox News Live : FOXNEWSW : October 2, 2024 12:00am-1:00am PDT",FOXNEWSW,3,3852,0.778816199376947
2024-10-02,FOXNEWSW_20241002_120000_FOX_and_Friends,"FOX and Friends : FOXNEWSW : October 2, 2024 5:00am-6:00am PDT",FOXNEWSW,0,3334,0.0
2024-10-02,FOXNEWSW_20241002_230000_The_Ingraham_Angle,"The Ingraham Angle : FOXNEWSW : October 2, 2024 4:00pm-5:01pm PDT",FOXNEWSW,0,3824,0.0
2024-10-02,FOXNEWSW_20241002_180000_America_Reports,"America Reports : FOXNEWSW : October 2, 2024 11:00am-12:00pm PDT",FOXNEWSW,0,2946,0.0
2024-10-02,FOXNEWSW_20241002_030000_Hannity,"Hannity : FOXNEWSW : October 1, 2024 8:00pm-9:00pm PDT",FOXNEWSW,0,4349,0.0
2024-10-02,FOXNEWSW_20241002_190000_The_Story_With_Martha_MacCallum,"The Story With Martha MacCallum : FOXNEWSW : October 2, 2024 12:00pm-1:00pm PDT",FOXNEWSW,0,3016,0.0
2024-10-02,FOXNEWSW_20241002_170000_America_Reports,"America Reports : FOXNEWSW : October 2, 2024 10:00am-11:00am PDT",FOXNEWSW,0,4202,0.0
2024-10-02,FOXNEWSW_20241002_010000_Fox_News_Democracy_2024_CBS_Vice_Presidential_Debate,"Fox News Democracy 2024: CBS Vice Presidential Debate : FOXNEWSW : October 1, 2024 6:00pm-8:00pm PDT",FOXNEWSW,0,5080,0.0
2024-10-02,FOXNEWSW_20241002_210000_The_Five,"The Five : FOXNEWSW : October 2, 2024 2:00pm-3:00pm PDT",FOXNEWSW,0,2395,0.0
2024-10-02,FOXNEWSW_20241002_160000_Outnumbered,"Outnumbered : FOXNEWSW : October 2, 2024 9:00am-10:00am PDT",FOXNEWSW,0,3289,0.0
2024-10-02,FOXNEWSW_20241002_050000_Fox_News_Live,"Fox News Live : FOXNEWSW : October 1, 2024 10:00pm-11:00pm PDT",FOXNEWSW,0,4322,0.0
2024-10-02,FOXNEWSW_20241002_000000_Jesse_Watters_Primetime,"Jesse Watters Primetime : FOXNEWSW : October 1, 2024 5:00pm-5:20pm PDT",FOXNEWSW,0,629,0.0
2024-10-02,FOXNEWSW_20241002_200000_Your_World_With_Neil_Cavuto,"Your World With Neil Cavuto : FOXNEWSW : October 2, 2024 1:00pm-2:00pm PDT",FOXNEWSW,0,2843,0.0
2024-10-03,FOXNEWSW_20241003_020000_Gutfeld,"Gutfeld! : FOXNEWSW : October 2, 2024 7:00pm-8:00pm PDT",FOXNEWSW,2,2777,0.72020165646381
2024-10-03,FOXNEWSW_20241003_210000_The_Five,"The Five : FOXNEWSW : October 3, 2024 2:00pm-3:00pm PDT",FOXNEWSW,0,2408,0.0
2024-10-03,FOXNEWSW_20241003_000000_Jesse_Watters_Primetime,"Jesse Watters Primetime : FOXNEWSW : October 2, 2024 5:00pm-6:00pm PDT",FOXNEWSW,0,3379,0.0
2024-10-03,FOXNEWSW_20241003_070000_Gutfeld,"Gutfeld! : FOXNEWSW : October 3, 2024 12:00am-1:00am PDT",FOXNEWSW,1,3659,0.2732987154960371
2024-10-03,FOXNEWSW_20241003_040000_The_Five,"The Five : FOXNEWSW : October 2, 2024 9:00pm-10:00pm PDT",FOXNEWSW,0,2359,0.0
2024-10-03,FOXNEWSW_20241003_220000_Special_Report_With_Bret_Baier,"Special Report With Bret Baier : FOXNEWSW : October 3, 2024 3:00pm-4:00pm PDT",FOXNEWSW,0,4160,0.0
2024-10-03,FOXNEWSW_20241003_080000_The_Ingraham_Angle,"The Ingraham Angle : FOXNEWSW : October 3, 2024 1:00am-2:00am PDT",FOXNEWSW,0,3705,0.0
2024-10-03,FOXNEWSW_20241003_110000_FOX_and_Friends,"FOX and Friends : FOXNEWSW : October 3, 2024 4:00am-5:00am PDT",FOXNEWSW,0,3442,0.0
2024-10-03,FOXNEWSW_20241003_190000_The_Story_With_Martha_MacCallum,"The Story With Martha MacCallum : FOXNEWSW : October 3, 2024 12:00pm-1:00pm PDT",FOXNEWSW,0,3418,0.0
2024-10-03,FOXNEWSW_20241003_150000_The_Faulkner_Focus,"The Faulkner Focus : FOXNEWSW : October 3, 2024 8:00am-9:00am PDT",FOXNEWSW,0,4487,0.0
2024-10-03,FOXNEWSW_20241003_090000_FOX__Friends_First,"FOX & Friends First : FOXNEWSW : October 3, 2024 2:00am-3:00am PDT",FOXNEWSW,0,3059,0.0
2024-10-03,FOXNEWSW_20241003_100000_FOX_and_Friends,"FOX and Friends : FOXNEWSW : October 3, 2024 3:00am-4:00am PDT",FOXNEWSW,0,3363,0.0
2024-10-03,FOXNEWSW_20241003_050000_Jesse_Watters_Primetime,"Jesse Watters Primetime : FOXNEWSW : October 2, 2024 10:00pm-11:01pm PDT",FOXNEWSW,0,4561,0.0
2024-10-03,FOXNEWSW_20241003_130000_Americas_Newsroom,"America's Newsroom : FOXNEWSW : October 3, 2024 6:00am-7:00am PDT",FOXNEWSW,0,3117,0.0
2024-10-03,FOXNEWSW_20241003_200000_Your_World_With_Neil_Cavuto,"Your World With Neil Cavuto : FOXNEWSW : October 3, 2024 1:00pm-2:00pm PDT",FOXNEWSW,0,3608,0.0
2024-10-03,FOXNEWSW_20241003_140000_Americas_Newsroom,"America's Newsroom : FOXNEWSW : October 3, 2024 7:00am-8:00am PDT",FOXNEWSW,0,3327,0.0
2024-10-03,FOXNEWSW_20241003_060000_Hannity,"Hannity : FOXNEWSW : October 2, 2024 11:00pm-12:00am PDT",FOXNEWSW,0,4016,0.0
2024-10-03,FOXNEWSW_20241003_120000_FOX_and_Friends,"FOX and Friends : FOXNEWSW : October 3, 2024 5:00am-6:00am PDT",FOXNEWSW,0,3171,0.0
2024-10-03,FOXNEWSW_20241003_230000_The_Ingraham_Angle,"The Ingraham Angle : FOXNEWSW : October 3, 2024 4:00pm-5:00pm PDT",FOXNEWSW,0,2892,0.0
2024-10-03,FOXNEWSW_20241003_160000_Outnumbered,"Outnumbered : FOXNEWSW : October 3, 2024 9:00am-10:00am PDT",FOXNEWSW,0,3324,0.0
2024-10-03,FOXNEWSW_20241003_180000_America_Reports,"America Reports : FOXNEWSW : October 3, 2024 11:00am-12:00pm PDT",FOXNEWSW,0,2908,0.0
2024-10-03,FOXNEWSW_20241003_170000_America_Reports,"America Reports : FOXNEWSW : October 3, 2024 10:00am-11:00am PDT",FOXNEWSW,0,3367,0.0
2024-10-03,FOXNEWSW_20241003_030000_Fox_News_at_Night,"Fox News at Night : FOXNEWSW : October 2, 2024 8:00pm-9:00pm PDT",FOXNEWSW,0,3130,0.0
2024-10-03,FOXNEWSW_20241003_010000_Hannity,"Hannity : FOXNEWSW : October 2, 2024 6:00pm-7:00pm PDT",FOXNEWSW,0,3718,0.0
2024-10-04,FOXNEWSW_20241004_190000_The_Story_With_Martha_MacCallum,"The Story With Martha MacCallum : FOXNEWSW : October 4, 2024 12:00pm-1:00pm PDT",FOXNEWSW,0,1539,0.0
2024-10-04,FOXNEWSW_20241004_200000_Your_World_With_Neil_Cavuto,"Your World With Neil Cavuto : FOXNEWSW : October 4, 2024 1:00pm-2:00pm PDT",FOXNEWSW,0,2072,0.0
2024-10-04,FOXNEWSW_20241004_020000_Gutfeld,"Gutfeld! : FOXNEWSW : October 3, 2024 7:00pm-8:00pm PDT",FOXNEWSW,0,3381,0.0
2024-10-04,FOXNEWSW_20241004_100000_FOX_and_Friends,"FOX and Friends : FOXNEWSW : October 4, 2024 3:00am-4:00am PDT",FOXNEWSW,0,4609,0.0
2024-10-04,FOXNEWSW_20241004_070000_Gutfeld,"Gutfeld! : FOXNEWSW : October 4, 2024 12:00am-1:00am PDT",FOXNEWSW,0,5011,0.0
2024-10-04,FOXNEWSW_20241004_210000_The_Five,"The Five : FOXNEWSW : October 4, 2024 2:00pm-3:00pm PDT",FOXNEWSW,0,3067,0.0
2024-10-04,FOXNEWSW_20241004_230000_The_Ingraham_Angle,"The Ingraham Angle : FOXNEWSW : October 4, 2024 4:00pm-5:00pm PDT",FOXNEWSW,0,3338,0.0
2024-10-04,FOXNEWSW_20241004_040000_The_Five,"The Five : FOXNEWSW : October 3, 2024 9:00pm-10:00pm PDT",FOXNEWSW,0,2207,0.0
2024-10-04,FOXNEWSW_20241004_110000_FOX_and_Friends,"FOX and Friends : FOXNEWSW : October 4, 2024 4:00am-5:00am PDT",FOXNEWSW,0,2185,0.0
2024-10-04,FOXNEWSW_20241004_080000_The_Ingraham_Angle,"The Ingraham Angle : FOXNEWSW : October 4, 2024 1:00am-2:00am PDT",FOXNEWSW,0,2885,0.0
2024-10-04,FOXNEWSW_20241004_120000_FOX_and_Friends,"FOX and Friends : FOXNEWSW : October 4, 2024 5:00am-6:00am PDT",FOXNEWSW,0,2564,0.0
2024-10-04,FOXNEWSW_20241004_030000_Fox_News_at_Night,"Fox News at Night : FOXNEWSW : October 3, 2024 8:00pm-9:00pm PDT",FOXNEWSW,0,3093,0.0
2024-10-04,FOXNEWSW_20241004_180000_America_Reports,"America Reports : FOXNEWSW : October 4, 2024 11:00am-12:00pm PDT",FOXNEWSW,0,1791,0.0
2024-10-04,FOXNEWSW_20241004_170000_America_Reports,"America Reports : FOXNEWSW : October 4, 2024 10:00am-11:00am PDT",FOXNEWSW,0,2391,0.0
2024-10-04,FOXNEWSW_20241004_050000_Jesse_Watters_Primetime,"Jesse Watters Primetime : FOXNEWSW : October 3, 2024 10:00pm-11:00pm PDT",FOXNEWSW,0,4562,0.0
2024-10-04,FOXNEWSW_20241004_220000_Special_Report_With_Bret_Baier,"Special Report With Bret Baier : FOXNEWSW : October 4, 2024 3:00pm-4:00pm PDT",FOXNEWSW,0,2446,0.0
2024-10-04,FOXNEWSW_20241004_060000_Hannity,"Hannity : FOXNEWSW : October 3, 2024 11:00pm-12:00am PDT",FOXNEWSW,0,4256,0.0
2024-10-04,FOXNEWSW_20241004_000000_Jesse_Watters_Primetime,"Jesse Watters Primetime : FOXNEWSW : October 3, 2024 5:00pm-6:00pm PDT",FOXNEWSW,0,2862,0.0
2024-10-04,FOXNEWSW_20241004_140000_Americas_Newsroom,"America's Newsroom : FOXNEWSW : October 4, 2024 7:00am-8:00am PDT",FOXNEWSW,0,2207,0.0
2024-10-04,FOXNEWSW_20241004_010000_Hannity,"Hannity : FOXNEWSW : October 3, 2024 6:00pm-7:00pm PDT",FOXNEWSW,0,2938,0.0
2024-10-04,FOXNEWSW_20241004_090000_FOX__Friends_First,"FOX & Friends First : FOXNEWSW : October 4, 2024 2:00am-3:00am PDT",FOXNEWSW,0,2886,0.0
2024-10-04,FOXNEWSW_20241004_160000_Outnumbered,"Outnumbered : FOXNEWSW : October 4, 2024 9:00am-10:00am PDT",FOXNEWSW,0,2714,0.0
2024-10-04,FOXNEWSW_20241004_130000_Americas_Newsroom,"America's Newsroom : FOXNEWSW : October 4, 2024 6:00am-7:00am PDT",FOXNEWSW,0,3297,0.0
2024-10-04,FOXNEWSW_20241004_150000_The_Faulkner_Focus,"The Faulkner Focus : FOXNEWSW : October 4, 2024 8:00am-9:00am PDT",FOXNEWSW,0,2783,0.0
2024-10-05,FOXNEWSW_20241005_110000_FOX_and_Friends_Saturday,"FOX and Friends Saturday : FOXNEWSW : October 5, 2024 4:00am-5:00am PDT",FOXNEWSW,0,2361,0.0
2024-10-05,FOXNEWSW_20241005_000000_Jesse_Watters_Primetime,"Jesse Watters Primetime : FOXNEWSW : October 4, 2024 5:00pm-6:00pm PDT",FOXNEWSW,0,3009,0.0
2024-10-05,FOXNEWSW_20241005_030000_Fox_News_at_Night,"Fox News at Night : FOXNEWSW : October 4, 2024 8:00pm-9:01pm PDT",FOXNEWSW,0,2482,0.0
2024-10-05,FOXNEWSW_20241005_100000_FOX_and_Friends_Saturday,"FOX and Friends Saturday : FOXNEWSW : October 5, 2024 3:00am-4:00am PDT",FOXNEWSW,0,2348,0.0
2024-10-05,FOXNEWSW_20241005_210000_Fox_News_Democracy_2024,"Fox News Democracy 2024 : FOXNEWSW : October 5, 2024 2:00pm-4:00pm PDT",FOXNEWSW,0,7135,0.0
2024-10-05,FOXNEWSW_20241005_050000_Jesse_Watters_Primetime,"Jesse Watters Primetime : FOXNEWSW : October 4, 2024 10:00pm-11:01pm PDT",FOXNEWSW,0,4439,0.0
2024-10-05,FOXNEWSW_20241005_070000_Gutfeld,"Gutfeld! : FOXNEWSW : October 5, 2024 12:00am-1:00am PDT",FOXNEWSW,0,4834,0.0
2024-10-05,FOXNEWSW_20241005_180000_Fox_News_Live,"Fox News Live : FOXNEWSW : October 5, 2024 11:00am-12:00pm PDT",FOXNEWSW,0,3761,0.0
2024-10-05,FOXNEWSW_20241005_170000_Fox_News_Live,"Fox News Live : FOXNEWSW : October 5, 2024 10:00am-11:00am PDT",FOXNEWSW,0,2255,0.0
2024-10-05,FOXNEWSW_20241005_020000_Gutfeld,"Gutfeld! : FOXNEWSW : October 4, 2024 7:00pm-8:00pm PDT",FOXNEWSW,0,3650,0.0
2024-10-05,FOXNEWSW_20241005_090000_The_Five,"The Five : FOXNEWSW : October 5, 2024 2:00am-3:00am PDT",FOXNEWSW,0,4684,0.0
2024-10-05,FOXNEWSW_20241005_150000_Cavuto_Live,"Cavuto Live : FOXNEWSW : October 5, 2024 8:00am-9:00am PDT",FOXNEWSW,0,2914,0.0
2024-10-05,FOXNEWSW_20241005_160000_Fox_News_Live,"Fox News Live : FOXNEWSW : October 5, 2024 9:00am-10:00am PDT",FOXNEWSW,0,4045,0.0
2024-10-05,FOXNEWSW_20241005_010000_Hannity,"Hannity : FOXNEWSW : October 4, 2024 6:00pm-7:00pm PDT",FOXNEWSW,0,2623,0.0
2024-10-05,FOXNEWSW_20241005_060000_Hannity,"Hannity : FOXNEWSW : October 4, 2024 11:00pm-12:00am PDT",FOXNEWSW,0,3690,0.0
2024-10-05,FOXNEWSW_20241005_140000_Cavuto_Live,"Cavuto Live : FOXNEWSW : October 5, 2024 7:00am-8:00am PDT",FOXNEWSW,0,2808,0.0
2024-10-05,FOXNEWSW_20241005_190000_The_Journal_Editorial_Report,"The Journal Editorial Report : FOXNEWSW : October 5, 2024 12:00pm-1:00pm PDT",FOXNEWSW,0,3325,0.0
2024-10-05,FOXNEWSW_20241005_040000_The_Five,"The Five : FOXNEWSW : October 4, 2024 9:00pm-10:00pm PDT",FOXNEWSW,0,3119,0.0
2024-10-05,FOXNEWSW_20241005_120000_FOX_and_Friends_Saturday,"FOX and Friends Saturday : FOXNEWSW : October 5, 2024 5:00am-6:00am PDT",FOXNEWSW,0,2044,0.0
2024-10-05,FOXNEWSW_20241005_080000_The_Ingraham_Angle,"The Ingraham Angle : FOXNEWSW : October 5, 2024 1:00am-2:01am PDT",FOXNEWSW,0,4115,0.0
2024-10-05,FOXNEWSW_20241005_130000_FOX_and_Friends_Saturday,"FOX and Friends Saturday : FOXNEWSW : October 5, 2024 6:00am-7:00am PDT",FOXNEWSW,0,3599,0.0
2024-10-05,FOXNEWSW_20241005_200000_Fox_Report_With_Jon_Scott,"Fox Report With Jon Scott : FOXNEWSW : October 5, 2024 1:00pm-2:00pm PDT",FOXNEWSW,0,3371,0.0
2024-10-05,FOXNEWSW_20241005_230000_The_Big_Weekend_Show,"The Big Weekend Show : FOXNEWSW : October 5, 2024 4:00pm-6:00pm PDT",FOXNEWSW,0,7780,0.0
2024-10-06,FOXNEWSW_20241006_190000_Sunday_Morning_Futures_With_Maria_Bartiromo,"Sunday Morning Futures With Maria Bartiromo : FOXNEWSW : October 6, 2024 12:00pm-1:00pm PDT",FOXNEWSW,0,2940,0.0
2024-10-06,FOXNEWSW_20241006_110000_FOX_and_Friends_Sunday,"FOX and Friends Sunday : FOXNEWSW : October 6, 2024 4:00am-5:00am PDT",FOXNEWSW,0,3383,0.0
2024-10-06,FOXNEWSW_20241006_010000_One_Nation_With_Brian_Kilmeade,"One Nation With Brian Kilmeade : FOXNEWSW : October 5, 2024 6:00pm-7:00pm PDT",FOXNEWSW,0,3573,0.0
2024-10-06,FOXNEWSW_20241006_170000_Fox_News_Live,"Fox News Live : FOXNEWSW : October 6, 2024 10:00am-11:00am PDT",FOXNEWSW,0,2285,0.0
2024-10-06,FOXNEWSW_20241006_030000_Gutfeld,"Gutfeld! : FOXNEWSW : October 5, 2024 8:00pm-9:00pm PDT",FOXNEWSW,0,3672,0.0
2024-10-06,FOXNEWSW_20241006_100000_FOX_and_Friends_Sunday,"FOX and Friends Sunday : FOXNEWSW : October 6, 2024 3:00am-4:00am PDT",FOXNEWSW,0,3694,0.0
2024-10-06,FOXNEWSW_20241006_020000_FOX_News_Saturday_Night_With_Jimmy_Failla,"FOX News Saturday Night With Jimmy Failla : FOXNEWSW : October 5, 2024 7:00pm-8:00pm PDT",FOXNEWSW,0,2266,0.0
2024-10-06,FOXNEWSW_20241006_210000_Fox_Report_With_Jon_Scott,"Fox Report With Jon Scott : FOXNEWSW : October 6, 2024 2:00pm-4:00pm PDT",FOXNEWSW,0,6746,0.0
2024-10-06,FOXNEWSW_20241006_040000_The_Big_Weekend_Show,"The Big Weekend Show : FOXNEWSW : October 5, 2024 9:00pm-11:00pm PDT",FOXNEWSW,0,7245,0.0
2024-10-06,FOXNEWSW_20241006_130000_FOX_and_Friends_Sunday,"FOX and Friends Sunday : FOXNEWSW : October 6, 2024 6:00am-7:00am PDT",FOXNEWSW,0,3753,0.0
2024-10-06,FOXNEWSW_20241006_160000_Fox_News_Live,"Fox News Live : FOXNEWSW : October 6, 2024 9:00am-10:00am PDT",FOXNEWSW,0,3347,0.0
2024-10-06,FOXNEWSW_20241006_080000_The_Big_Weekend_Show,"The Big Weekend Show : FOXNEWSW : October 6, 2024 1:00am-3:00am PDT",FOXNEWSW,0,7288,0.0
2024-10-06,FOXNEWSW_20241006_200000_Fox_News_Live,"Fox News Live : FOXNEWSW : October 6, 2024 1:00pm-2:00pm PDT",FOXNEWSW,0,4384,0.0
2024-10-06,FOXNEWSW_20241006_180000_FOX_News_Sunday,"FOX News Sunday : FOXNEWSW : October 6, 2024 11:00am-12:00pm PDT",FOXNEWSW,0,3617,0.0
2024-10-06,FOXNEWSW_20241006_230000_The_Big_Weekend_Show,"The Big Weekend Show : FOXNEWSW : October 6, 2024 4:00pm-5:01pm PDT",FOXNEWSW,0,2841,0.0
2024-10-06,FOXNEWSW_20241006_150000_MediaBuzz,"MediaBuzz : FOXNEWSW : October 6, 2024 8:00am-9:00am PDT",FOXNEWSW,0,3196,0.0
2024-10-06,FOXNEWSW_20241006_120000_FOX_and_Friends_Sunday,"FOX and Friends Sunday : FOXNEWSW : October 6, 2024 5:00am-6:00am PDT",FOXNEWSW,0,3166,0.0
2024-10-06,FOXNEWSW_20241006_140000_Sunday_Morning_Futures_With_Maria_Bartiromo,"Sunday Morning Futures With Maria Bartiromo : FOXNEWSW : October 6, 2024 7:00am-8:00am PDT",FOXNEWSW,0,3312,0.0
2024-10-06,FOXNEWSW_20241006_060000_One_Nation_With_Brian_Kilmeade,"One Nation With Brian Kilmeade : FOXNEWSW : October 5, 2024 11:00pm-12:00am PDT",FOXNEWSW,0,3787,0.0
2024-10-06,FOXNEWSW_20241006_070000_FOX_News_Saturday_Night_With_Jimmy_Failla,"FOX News Saturday Night With Jimmy Failla : FOXNEWSW : October 6, 2024 12:00am-1:00am PDT",FOXNEWSW,0,2345,0.0
2024-10-07,FOXNEWSW_20241007_060000_FOX_News_Sunday,"FOX News Sunday : FOXNEWSW : October 6, 2024 11:00pm-12:00am PDT",FOXNEWSW,0,3671,0.0
2024-10-07,FOXNEWSW_20241007_230000_The_Ingraham_Angle,"The Ingraham Angle : FOXNEWSW : October 7, 2024 4:00pm-5:00pm PDT",FOXNEWSW,0,3327,0.0
2024-10-07,FOXNEWSW_20241007_020000_Black_Saturday,"Black Saturday : FOXNEWSW : October 6, 2024 7:00pm-8:00pm PDT",FOXNEWSW,0,3485,0.0
2024-10-07,FOXNEWSW_20241007_050000_Black_Saturday,"Black Saturday : FOXNEWSW : October 6, 2024 10:00pm-11:00pm PDT",FOXNEWSW,0,3351,0.0
2024-10-07,FOXNEWSW_20241007_210000_The_Five,"The Five : FOXNEWSW : October 7, 2024 2:00pm-3:00pm PDT",FOXNEWSW,0,3902,0.0
2024-10-07,FOXNEWSW_20241007_070000_Life_Liberty__Levin,"Life, Liberty & Levin : FOXNEWSW : October 7, 2024 12:00am-1:00am PDT",FOXNEWSW,0,2213,0.0
2024-10-07,FOXNEWSW_20241007_180000_America_Reports,"America Reports : FOXNEWSW : October 7, 2024 11:00am-12:00pm PDT",FOXNEWSW,0,3463,0.0
2024-10-07,FOXNEWSW_20241007_160000_Outnumbered,"Outnumbered : FOXNEWSW : October 7, 2024 9:00am-10:00am PDT",FOXNEWSW,0,2147,0.0
2024-10-07,FOXNEWSW_20241007_120000_FOX_and_Friends,"FOX and Friends : FOXNEWSW : October 7, 2024 5:00am-6:00am PDT",FOXNEWSW,0,2598,0.0
2024-10-07,FOXNEWSW_20241007_080000_Sunday_Night_in_America_With_Trey_Gowdy,"Sunday Night in America With Trey Gowdy : FOXNEWSW : October 7, 2024 1:00am-2:00am PDT",FOXNEWSW,0,2144,0.0
