date,identifier,title,channel,hits,words,density_per_1000
2024-10-02,MSNBCW_20241002_170000_Chris_Jansing_Reports,"Chris Jansing Reports : MSNBCW : October 2, 2024 10:00am-11:00am PDT",MSNBCW,0,1847,0.0
2024-10-02,MSNBCW_20241002_040000_Vice_Presidential_Debate_Analysis_Vance_vs._Walz,"Vice Presidential Debate Analysis: Vance vs. Walz : MSNBCW : October 1, 2024 9:00pm-11:00pm PDT",MSNBCW,0,5812,0.0
2024-10-02,MSNBCW_20241002_070000_Vice_Presidential_Debate_Analysis_Vance_vs._Walz,"Vice Presidential Debate Analysis: Vance vs. Walz : MSNBCW : October 2, 2024 12:00am-2:00am PDT",MSNBCW,0,5191,0.0
2024-10-02,MSNBCW_20241002_220000_The_Beat_With_Ari_Melber,"The Beat With Ari Melber : MSNBCW : October 2, 2024 3:00pm-4:00pm PDT",MSNBCW,0,3076,0.0
2024-10-02,MSNBCW_20241002_180000_Chris_Jansing_Reports,"Chris Jansing Reports : MSNBCW : October 2, 2024 11:00am-12:00pm PDT",MSNBCW,0,2303,0.0
2024-10-03,MSNBCW_20241003_090000_Way_Too_Early_With_Jonathan_Lemire,"Way Too Early With Jonathan Lemire : MSNBCW : October 3, 2024 2:00am-3:00am PDT",MSNBCW,0,3408,0.0
2024-10-03,MSNBCW_20241003_050000_The_Last_Word_With_Lawrence_ODonnell,"The Last Word With Lawrence O'Donnell : MSNBCW : October 2, 2024 10:00pm-11:00pm PDT",MSNBCW,0,3972,0.0
2024-10-03,MSNBCW_20241003_000000_All_In_With_Chris_Hayes,"All In With Chris Hayes : MSNBCW : October 2, 2024 5:00pm-6:00pm PDT",MSNBCW,0,3676,0.0
2024-10-03,MSNBCW_20241003_150000_Jose_Diaz-Balart_Reports,"José Díaz-Balart Reports : MSNBCW : October 3, 2024 8:00am-9:00am PDT",MSNBCW,0,2711,0.0
2024-10-03,MSNBCW_20241003_140000_Ana_Cabrera_Reports,"Ana Cabrera Reports : MSNBCW : October 3, 2024 7:00am-8:00am PDT",MSNBCW,0,3647,0.0
2024-10-03,MSNBCW_20241003_040000_Alex_Wagner_Tonight,"Alex Wagner Tonight : MSNBCW : October 2, 2024 9:00pm-10:00pm PDT",MSNBCW,0,3474,0.0
2024-10-03,MSNBCW_20241003_010000_Alex_Wagner_Tonight,"Alex Wagner Tonight : MSNBCW : October 2, 2024 6:00pm-7:00pm PDT",MSNBCW,0,3918,0.0
2024-10-03,MSNBCW_20241003_080000_Alex_Wagner_Tonight,"Alex Wagner Tonight : MSNBCW : October 3, 2024 1:00am-2:00am PDT",MSNBCW,0,3821,0.0
2024-10-03,MSNBCW_20241003_020000_The_Last_Word_With_Lawrence_ODonnell,"The Last Word With Lawrence O'Donnell : MSNBCW : October 2, 2024 7:00pm-8:00pm PDT",MSNBCW,0,4378,0.0
2024-10-03,MSNBCW_20241003_160000_Andrea_Mitchell_Reports,"Andrea Mitchell Reports : MSNBCW : October 3, 2024 9:00am-10:00am PDT",MSNBCW,0,3288,0.0
2024-10-03,MSNBCW_20241003_230000_The_ReidOut,"The ReidOut : MSNBCW : October 3, 2024 4:00pm-5:00pm PDT",MSNBCW,0,3337,0.0
2024-10-03,MSNBCW_20241003_030000_The_11th_Hour_With_Stephanie_Ruhle,"The 11th Hour With Stephanie Ruhle : MSNBCW : October 2, 2024 8:00pm-9:00pm PDT",MSNBCW,0,2229,0.0
2024-10-03,MSNBCW_20241003_200000_Deadline_White_House,"Deadline: White House : MSNBCW : October 3, 2024 1:00pm-3:00pm PDT",MSNBCW,0,7247,0.0
2024-10-03,MSNBCW_20241003_100000_Morning_Joe,"Morning Joe : MSNBCW : October 3, 2024 3:00am-7:00am PDT",MSNBCW,0,13124,0.0
2024-10-03,MSNBCW_20241003_190000_Katy_Tur_Reports,"Katy Tur Reports : MSNBCW : October 3, 2024 12:00pm-1:00pm PDT",MSNBCW,0,3527,0.0
2024-10-03,MSNBCW_20241003_180000_Chris_Jansing_Reports,"Chris Jansing Reports : MSNBCW : October 3, 2024 11:00am-12:00pm PDT",MSNBCW,0,3207,0.0
2024-10-03,MSNBCW_20241003_070000_All_In_With_Chris_Hayes,"All In With Chris Hayes : MSNBCW : October 3, 2024 12:00am-1:00am PDT",MSNBCW,0,3595,0.0
2024-10-03,MSNBCW_20241003_060000_The_11th_Hour_With_Stephanie_Ruhle,"The 11th Hour With Stephanie Ruhle : MSNBCW : October 2, 2024 11:00pm-12:00am PDT",MSNBCW,0,2758,0.0
2024-10-03,MSNBCW_20241003_220000_The_Beat_With_Ari_Melber,"The Beat With Ari Melber : MSNBCW : October 3, 2024 3:00pm-4:00pm PDT",MSNBCW,0,4326,0.0
2024-10-03,MSNBCW_20241003_170000_Chris_Jansing_Reports,"Chris Jansing Reports : MSNBCW : October 3, 2024 10:00am-11:00am PDT",MSNBCW,0,2483,0.0
2024-10-04,MSNBCW_20241004_010000_Alex_Wagner_Tonight,"Alex Wagner Tonight : MSNBCW : October 3, 2024 6:00pm-7:00pm PDT",MSNBCW,0,3219,0.0
2024-10-04,MSNBCW_20241004_200000_Deadline_White_House,"Deadline: White House : MSNBCW : October 4, 2024 1:00pm-3:00pm PDT",MSNBCW,0,6307,0.0
2024-10-04,MSNBCW_20241004_040000_Alex_Wagner_Tonight,"Alex Wagner Tonight : MSNBCW : October 3, 2024 9:00pm-10:00pm PDT",MSNBCW,0,3585,0.0
2024-10-04,MSNBCW_20241004_060000_The_11th_Hour_With_Stephanie_Ruhle,"The 11th Hour With Stephanie Ruhle : MSNBCW : October 3, 2024 11:00pm-12:00am PDT",MSNBCW,0,2317,0.0
2024-10-04,MSNBCW_20241004_070000_All_In_With_Chris_Hayes,"All In With Chris Hayes : MSNBCW : October 4, 2024 12:00am-1:00am PDT",MSNBCW,0,3053,0.0
2024-10-04,MSNBCW_20241004_050000_The_Last_Word_With_Lawrence_ODonnell,"The Last Word With Lawrence O'Donnell : MSNBCW : October 3, 2024 10:00pm-11:00pm PDT",MSNBCW,0,3569,0.0
2024-10-04,MSNBCW_20241004_140000_Ana_Cabrera_Reports,"Ana Cabrera Reports : MSNBCW : October 4, 2024 7:00am-8:00am PDT",MSNBCW,0,3029,0.0
2024-10-04,MSNBCW_20241004_030000_The_11th_Hour_With_Stephanie_Ruhle,"The 11th Hour With Stephanie Ruhle : MSNBCW : October 3, 2024 8:00pm-9:00pm PDT",MSNBCW,0,1982,0.0
2024-10-04,MSNBCW_20241004_160000_Andrea_Mitchell_Reports,"Andrea Mitchell Reports : MSNBCW : October 4, 2024 9:00am-10:00am PDT",MSNBCW,0,2950,0.0
2024-10-04,MSNBCW_20241004_150000_Jose_Diaz-Balart_Reports,"José Díaz-Balart Reports : MSNBCW : October 4, 2024 8:00am-9:00am PDT",MSNBCW,0,3905,0.0
2024-10-04,MSNBCW_20241004_190000_Katy_Tur_Reports,"Katy Tur Reports : MSNBCW : October 4, 2024 12:00pm-1:00pm PDT",MSNBCW,0,2489,0.0
2024-10-04,MSNBCW_20241004_020000_The_Last_Word_With_Lawrence_ODonnell,"The Last Word With Lawrence O'Donnell : MSNBCW : October 3, 2024 7:00pm-8:00pm PDT",MSNBCW,0,3429,0.0
2024-10-04,MSNBCW_20241004_220000_The_Beat_With_Ari_Melber,"The Beat With Ari Melber : MSNBCW : October 4, 2024 3:00pm-4:00pm PDT",MSNBCW,0,1991,0.0
2024-10-04,MSNBCW_20241004_180000_Chris_Jansing_Reports,"Chris Jansing Reports : MSNBCW : October 4, 2024 11:00am-12:00pm PDT",MSNBCW,0,2462,0.0
2024-10-04,MSNBCW_20241004_000000_All_In_With_Chris_Hayes,"All In With Chris Hayes : MSNBCW : October 3, 2024 5:00pm-6:00pm PDT",MSNBCW,0,2924,0.0
2024-10-04,MSNBCW_20241004_100000_Morning_Joe,"Morning Joe : MSNBCW : October 4, 2024 3:00am-7:00am PDT",MSNBCW,0,12789,0.0
2024-10-04,MSNBCW_20241004_080000_Alex_Wagner_Tonight,"Alex Wagner Tonight : MSNBCW : October 4, 2024 1:00am-2:00am PDT",MSNBCW,0,2964,0.0
2024-10-04,MSNBCW_20241004_170000_Chris_Jansing_Reports,"Chris Jansing Reports : MSNBCW : October 4, 2024 10:00am-11:00am PDT",MSNBCW,0,1748,0.0
2024-10-04,MSNBCW_20241004_230000_The_ReidOut,"The ReidOut : MSNBCW : October 4, 2024 4:00pm-5:00pm PDT",MSNBCW,0,2876,0.0
2024-10-04,MSNBCW_20241004_090000_Way_Too_Early_With_Jonathan_Lemire,"Way Too Early With Jonathan Lemire : MSNBCW : October 4, 2024 2:00am-3:00am PDT",MSNBCW,0,3303,0.0
2024-10-05,MSNBCW_20241005_140000_Velshi,"Velshi : MSNBCW : October 5, 2024 7:00am-8:00am PDT",MSNBCW,0,3001,0.0
2024-10-05,MSNBCW_20241005_210000_PoliticsNation,"PoliticsNation : MSNBCW : October 5, 2024 2:00pm-3:00pm PDT",MSNBCW,0,3381,0.0
2024-10-05,MSNBCW_20241005_060000_The_11th_Hour_With_Stephanie_Ruhle,"The 11th Hour With Stephanie Ruhle : MSNBCW : October 4, 2024 11:00pm-12:01am PDT",MSNBCW,0,1910,0.0
2024-10-05,MSNBCW_20241005_180000_Alex_Witt_Reports,"Alex Witt Reports : MSNBCW : October 5, 2024 11:00am-12:00pm PDT",MSNBCW,0,2517,0.0
2024-10-05,MSNBCW_20241005_000000_All_In_With_Chris_Hayes,"All In With Chris Hayes : MSNBCW : October 4, 2024 5:00pm-6:00pm PDT",MSNBCW,0,2515,0.0
2024-10-05,MSNBCW_20241005_170000_Alex_Witt_Reports,"Alex Witt Reports : MSNBCW : October 5, 2024 10:00am-11:00am PDT",MSNBCW,0,1745,0.0
2024-10-05,MSNBCW_20241005_090000_Dateline,"Dateline : MSNBCW : October 5, 2024 2:00am-3:00am PDT",MSNBCW,0,4443,0.0
2024-10-05,MSNBCW_20241005_050000_The_Last_Word_With_Lawrence_ODonnell,"The Last Word With Lawrence O'Donnell : MSNBCW : October 4, 2024 10:00pm-11:01pm PDT",MSNBCW,0,2405,0.0
2024-10-05,MSNBCW_20241005_030000_The_11th_Hour_With_Stephanie_Ruhle,"The 11th Hour With Stephanie Ruhle : MSNBCW : October 4, 2024 8:00pm-9:01pm PDT",MSNBCW,0,1977,0.0
2024-10-05,MSNBCW_20241005_010000_Alex_Wagner_Tonight,"Alex Wagner Tonight : MSNBCW : October 4, 2024 6:00pm-7:01pm PDT",MSNBCW,0,1780,0.0
2024-10-05,MSNBCW_20241005_100000_Morning_Joe_Weekend,"Morning Joe: Weekend : MSNBCW : October 5, 2024 3:00am-5:00am PDT",MSNBCW,0,5691,0.0
2024-10-05,MSNBCW_20241005_070000_Dateline,"Dateline : MSNBCW : October 5, 2024 12:00am-2:00am PDT",MSNBCW,0,7334,0.0
2024-10-05,MSNBCW_20241005_190000_Alex_Witt_Reports,"Alex Witt Reports : MSNBCW : October 5, 2024 12:00pm-1:01pm PDT",MSNBCW,0,2240,0.0
2024-10-05,MSNBCW_20241005_040000_Alex_Wagner_Tonight,"Alex Wagner Tonight : MSNBCW : October 4, 2024 9:00pm-10:00pm PDT",MSNBCW,0,2719,0.0
2024-10-05,MSNBCW_20241005_120000_The_Weekend,"The Weekend : MSNBCW : October 5, 2024 5:00am-6:00am PDT",MSNBCW,0,2881,0.0
2024-10-05,MSNBCW_20241005_230000_Ayman,"Ayman : MSNBCW : October 5, 2024 4:00pm-5:00pm PDT",MSNBCW,0,3838,0.0
2024-10-05,MSNBCW_20241005_160000_The_Katie_Phang_Show,"The Katie Phang Show : MSNBCW : October 5, 2024 9:00am-10:00am PDT",MSNBCW,0,2697,0.0
2024-10-05,MSNBCW_20241005_020000_The_Last_Word_With_Lawrence_ODonnell,"The Last Word With Lawrence O'Donnell : MSNBCW : October 4, 2024 7:00pm-8:00pm PDT",MSNBCW,0,2584,0.0
2024-10-05,MSNBCW_20241005_220000_The_Saturday_Show_with_Jonathan_Capehart,"The Saturday Show with Jonathan Capehart : MSNBCW : October 5, 2024 3:00pm-4:00pm PDT",MSNBCW,0,4387,0.0
2024-10-05,MSNBCW_20241005_130000_The_Weekend,"The Weekend : MSNBCW : October 5, 2024 6:00am-7:00am PDT",MSNBCW,0,1230,0.0
2024-10-05,MSNBCW_20241005_150000_Velshi,"Velshi : MSNBCW : October 5, 2024 8:00am-9:00am PDT",MSNBCW,0,2109,0.0
2024-10-05,MSNBCW_20241005_200000_The_Beat_Weekend,"The Beat: Weekend : MSNBCW : October 5, 2024 1:00pm-2:00pm PDT",MSNBCW,0,2783,0.0
2024-10-06,MSNBCW_20241006_030000_The_11th_Hour_With_Stephanie_Ruhle,"The 11th Hour With Stephanie Ruhle : MSNBCW : October 5, 2024 8:00pm-9:00pm PDT",MSNBCW,0,2038,0.0
2024-10-06,MSNBCW_20241006_010000_My_Generation,"My Generation : MSNBCW : October 5, 2024 6:00pm-8:00pm PDT",MSNBCW,0,7720,0.0
2024-10-06,MSNBCW_20241006_070000_Dateline,"Dateline : MSNBCW : October 6, 2024 12:00am-1:00am PDT",MSNBCW,0,2761,0.0
2024-10-06,MSNBCW_20241006_200000_Prime_Weekend,"Prime: Weekend : MSNBCW : October 6, 2024 1:00pm-2:00pm PDT",MSNBCW,0,3442,0.0
2024-10-06,MSNBCW_20241006_190000_Alex_Witt_Reports,"Alex Witt Reports : MSNBCW : October 6, 2024 12:00pm-1:00pm PDT",MSNBCW,0,2217,0.0
2024-10-06,MSNBCW_20241006_040000_The_Saturday_Show_with_Jonathan_Capehart,"The Saturday Show with Jonathan Capehart : MSNBCW : October 5, 2024 9:00pm-10:00pm PDT",MSNBCW,0,4044,0.0
2024-10-06,MSNBCW_20241006_000000_Ayman,"Ayman : MSNBCW : October 5, 2024 5:00pm-6:00pm PDT",MSNBCW,0,2457,0.0
2024-10-06,MSNBCW_20241006_080000_Dateline,"Dateline : MSNBCW : October 6, 2024 1:00am-2:00am PDT",MSNBCW,0,4214,0.0
2024-10-06,MSNBCW_20241006_150000_Velshi,"Velshi : MSNBCW : October 6, 2024 8:00am-9:00am PDT",MSNBCW,0,3252,0.0
2024-10-06,MSNBCW_20241006_090000_Dateline,"Dateline : MSNBCW : October 6, 2024 2:00am-3:00am PDT",MSNBCW,0,3433,0.0
2024-10-06,MSNBCW_20241006_180000_Alex_Witt_Reports,"Alex Witt Reports : MSNBCW : October 6, 2024 11:00am-12:00pm PDT",MSNBCW,0,2585,0.0
2024-10-06,MSNBCW_20241006_130000_The_Weekend,"The Weekend : MSNBCW : October 6, 2024 6:00am-7:00am PDT",MSNBCW,0,2918,0.0
2024-10-06,MSNBCW_20241006_170000_Alex_Witt_Reports,"Alex Witt Reports : MSNBCW : October 6, 2024 10:00am-11:00am PDT",MSNBCW,0,2598,0.0
2024-10-06,MSNBCW_20241006_050000_Dateline,"Dateline : MSNBCW : October 5, 2024 10:00pm-12:00am PDT",MSNBCW,0,5288,0.0
2024-10-06,MSNBCW_20241006_230000_Ayman,"Ayman : MSNBCW : October 6, 2024 4:00pm-5:00pm PDT",MSNBCW,0,3901,0.0
2024-10-06,MSNBCW_20241006_100000_Morning_Joe_Weekend,"Morning Joe: Weekend : MSNBCW : October 6, 2024 3:00am-5:00am PDT",MSNBCW,0,7458,0.0
2024-10-06,MSNBCW_20241006_140000_Velshi,"Velshi : MSNBCW : October 6, 2024 7:00am-8:00am PDT",MSNBCW,0,3484,0.0
2024-10-06,MSNBCW_20241006_120000_The_Weekend,"The Weekend : MSNBCW : October 6, 2024 5:00am-6:00am PDT",MSNBCW,0,2602,0.0
2024-10-06,MSNBCW_20241006_220000_The_Sunday_Show_With_Jonathan_Capehart,"The Sunday Show With Jonathan Capehart : MSNBCW : October 6, 2024 3:00pm-4:00pm PDT",MSNBCW,0,2999,0.0
2024-10-06,MSNBCW_20241006_210000_PoliticsNation,"PoliticsNation : MSNBCW : October 6, 2024 2:00pm-3:00pm PDT",MSNBCW,0,3988,0.0
2024-10-06,MSNBCW_20241006_160000_Inside_With_Jen_Psaki,"Inside With Jen Psaki : MSNBCW : October 6, 2024 9:00am-10:00am PDT",MSNBCW,0,2010,0.0
2024-10-07,MSNBCW_20241007_030000_Ayman,"Ayman : MSNBCW : October 6, 2024 8:00pm-9:00pm PDT",MSNBCW,0,2345,0.0
2024-10-07,MSNBCW_20241007_180000_Chris_Jansing_Reports,"Chris Jansing Reports : MSNBCW : October 7, 2024 11:00am-12:00pm PDT",MSNBCW,0,3260,0.0
2024-10-07,MSNBCW_20241007_190000_Katy_Tur_Reports,"Katy Tur Reports : MSNBCW : October 7, 2024 12:00pm-1:00pm PDT",MSNBCW,0,4113,0.0
2024-10-07,MSNBCW_20241007_200000_Deadline_White_House,"Deadline: White House : MSNBCW : October 7, 2024 1:00pm-3:00pm PDT",MSNBCW,0,6101,0.0
2024-10-07,MSNBCW_20241007_170000_Chris_Jansing_Reports,"Chris Jansing Reports : MSNBCW : October 7, 2024 10:00am-11:01am PDT",MSNBCW,0,3306,0.0
2024-10-07,MSNBCW_20241007_050000_Dateline,"Dateline : MSNBCW : October 6, 2024 10:00pm-11:00pm PDT",MSNBCW,0,4273,0.0
2024-10-07,MSNBCW_20241007_020000_Inside_With_Jen_Psaki,"Inside With Jen Psaki : MSNBCW : October 6, 2024 7:00pm-8:00pm PDT",MSNBCW,0,2125,0.0
2024-10-07,MSNBCW_20241007_160000_Andrea_Mitchell_Reports,"Andrea Mitchell Reports : MSNBCW : October 7, 2024 9:00am-10:00am PDT",MSNBCW,0,5129,0.0
2024-10-07,MSNBCW_20241007_230000_The_ReidOut,"The ReidOut : MSNBCW : October 7, 2024 4:00pm-5:00pm PDT",MSNBCW,0,2693,0.0
2024-10-07,MSNBCW_20241007_150000_Jose_Diaz-Balart_Reports,"José Díaz-Balart Reports : MSNBCW : October 7, 2024 8:00am-9:01am PDT",MSNBCW,0,4317,0.0
2024-10-07,MSNBCW_20241007_100000_Morning_Joe,"Morning Joe : MSNBCW : October 7, 2024 3:00am-7:00am PDT",MSNBCW,0,12674,0.0
2024-10-07,MSNBCW_20241007_040000_The_Sunday_Show_With_Jonathan_Capehart,"The Sunday Show With Jonathan Capehart : MSNBCW : October 6, 2024 9:00pm-10:00pm PDT",MSNBCW,0,3004,0.0
2024-10-07,MSNBCW_20241007_000000_Ayman,"Ayman : MSNBCW : October 6, 2024 5:00pm-6:00pm PDT",MSNBCW,0,1957,0.0
2024-10-07,MSNBCW_20241007_220000_The_Beat_With_Ari_Melber,"The Beat With Ari Melber : MSNBCW : October 7, 2024 3:00pm-4:00pm PDT",MSNBCW,0,3380,0.0
2024-10-07,MSNBCW_20241007_070000_Dateline,"Dateline : MSNBCW : October 7, 2024 12:00am-1:00am PDT",MSNBCW,0,4307,0.0
2024-10-07,MSNBCW_20241007_060000_Dateline,"Dateline : MSNBCW : October 6, 2024 11:00pm-12:00am PDT",MSNBCW,0,3783,0.0
2024-10-07,MSNBCW_20241007_090000_Way_Too_Early_With_Jonathan_Lemire,"Way Too Early With Jonathan Lemire : MSNBCW : October 7, 2024 2:00am-3:00am PDT",MSNBCW,0,3132,0.0
2024-10-07,MSNBCW_20241007_140000_Ana_Cabrera_Reports,"Ana Cabrera Reports : MSNBCW : October 7, 2024 7:00am-8:00am PDT",MSNBCW,0,4204,0.0
2024-10-07,MSNBCW_20241007_010000_Prime_Weekend,"Prime: Weekend : MSNBCW : October 6, 2024 6:00pm-7:00pm PDT",MSNBCW,0,2641,0.0
2024-10-07,MSNBCW_20241007_080000_Meet_the_Press,"Meet the Press : MSNBCW : October 7, 2024 1:00am-2:00am PDT",MSNBCW,0,2853,0.0
2024-10-08,MSNBCW_20241008_080000_The_Rachel_Maddow_Show,"The Rachel Maddow Show : MSNBCW : October 8, 2024 1:00am-2:00am PDT",MSNBCW,0,3436,0.0
2024-10-08,MSNBCW_20241008_050000_The_Last_Word_With_Lawrence_ODonnell,"The Last Word With Lawrence O'Donnell : MSNBCW : October 7, 2024 10:00pm-11:00pm PDT",MSNBCW,0,3560,0.0
2024-10-08,MSNBCW_20241008_160000_Andrea_Mitchell_Reports,"Andrea Mitchell Reports : MSNBCW : October 8, 2024 9:00am-10:00am PDT",MSNBCW,0,2735,0.0
2024-10-08,MSNBCW_20241008_200000_Deadline_White_House,"Deadline: White House : MSNBCW : October 8, 2024 1:00pm-3:00pm PDT",MSNBCW,0,5607,0.0
2024-10-08,MSNBCW_20241008_150000_Jose_Diaz-Balart_Reports,"José Díaz-Balart Reports : MSNBCW : October 8, 2024 8:00am-9:00am PDT",MSNBCW,0,3265,0.0
2024-10-08,MSNBCW_20241008_140000_Ana_Cabrera_Reports,"Ana Cabrera Reports : MSNBCW : October 8, 2024 7:00am-8:00am PDT",MSNBCW,0,3218,0.0
2024-10-08,MSNBCW_20241008_030000_The_11th_Hour_With_Stephanie_Ruhle,"The 11th Hour With Stephanie Ruhle : MSNBCW : October 7, 2024 8:00pm-9:00pm PDT",MSNBCW,0,3929,0.0
2024-10-08,MSNBCW_20241008_070000_Inside_With_Jen_Psaki,"Inside With Jen Psaki : MSNBCW : October 8, 2024 12:00am-1:00am PDT",MSNBCW,0,1440,0.0
2024-10-08,MSNBCW_20241008_040000_The_Rachel_Maddow_Show,"The Rachel Maddow Show : MSNBCW : October 7, 2024 9:00pm-10:00pm PDT",MSNBCW,0,3339,0.0
2024-10-08,MSNBCW_20241008_060000_The_11th_Hour_With_Stephanie_Ruhle,"The 11th Hour With Stephanie Ruhle : MSNBCW : October 7, 2024 11:00pm-12:00am PDT",MSNBCW,0,3279,0.0
